Tran. Id     | Date         |   Withdrawal |      Deposit |   GS Balance ||    ERP Debit |   ERP Credit |  ERP Balance | Voucher No         | Status
S63890106    | 2024-09-25   |         0.00 |     1,250.00 |   299,692.88 ||     1,250.00 |              |   299,692.88 | ACC-PAY-2025-00745 | Match
S65080050    | 2024-09-25   |       110.00 |         0.00 |   299,582.88 ||              |       110.00 |   299,582.88 | ACC-JV-2025-01440  | Match
S73491764    | 2024-09-26   |         0.00 |     2,250.00 |   301,832.88 ||     2,250.00 |              |   301,832.88 | ACC-PAY-2025-00272 | Match
S74063664    | 2024-09-26   |       270.00 |         0.00 |   301,562.88 ||              |       270.00 |   301,562.88 | ACC-JV-2025-01441  | Match
S91947081    | 2024-09-28   |     1,530.00 |         0.00 |   300,032.88 ||              |     1,530.00 |   300,032.88 | ACC-JV-2025-01442  | Match
S92136583    | 2024-09-28   |         0.00 |     2,199.00 |   302,231.88 ||     2,199.00 |              |   302,231.88 | ACC-PAY-2025-00274 | Match
S94351997    | 2024-09-28   |       250.00 |         0.00 |   301,981.88 ||              |       250.00 |   301,981.88 | ACC-JV-2025-01443  | Match
S94682105    | 2024-09-28   |       320.00 |         0.00 |   301,661.88 ||              |       320.00 |   301,661.88 | ACC-JV-2025-01444  | Match
S97208474    | 2024-09-29   |       430.00 |         0.00 |   301,231.88 ||              |       430.00 |   301,231.88 | ACC-JV-2025-01445  | Match
S97535998    | 2024-09-29   |         0.00 |     2,548.00 |   303,779.88 ||     2,548.00 |              |   303,779.88 | ACC-PAY-2025-00208 | Match
S98216419    | 2024-09-29   |       239.00 |         0.00 |   303,540.88 ||              |       239.00 |   303,540.88 | ACC-JV-2025-01446  | Match
S12224152    | 2024-09-30   |     5,000.00 |         0.00 |   298,540.88 ||              |     5,000.00 |   298,540.88 | ACC-JV-2025-01447  | Match
S42832594    | 2024-10-03   |       300.00 |         0.00 |   298,240.88 ||              |       300.00 |   298,240.88 | ACC-JV-2025-01448  | Match
S51142983    | 2024-10-03   |         0.00 |     3,000.00 |   301,240.88 ||     3,000.00 |              |   301,240.88 | ACC-PAY-2025-00291 | Match
S53221289    | 2024-10-04   |         0.00 |     2,100.00 |   303,340.88 ||     2,100.00 |              |   303,340.88 | ACC-PAY-2025-00290 | Match
S57632574    | 2024-10-04   |     8,000.00 |         0.00 |   295,340.88 ||              |     8,000.00 |   295,340.88 | ACC-JV-2025-01449  | Match
S57855886    | 2024-10-04   |     3,000.00 |         0.00 |   292,340.88 ||              |     3,000.00 |   292,340.88 | ACC-JV-2025-01450  | Match
S63952452    | 2024-10-04   |         0.00 |     1,999.00 |   294,339.88 ||     1,999.00 |              |   294,339.88 | ACC-PAY-2025-00849 | Match
S77530301    | 2024-10-05   |    20,000.00 |         0.00 |   274,339.88 ||              |    20,000.00 |   274,339.88 | ACC-JV-2025-01451  | Match
S87633470    | 2024-10-07   |     1,300.00 |         0.00 |   273,039.88 ||              |     1,300.00 |   273,039.88 | ACC-JV-2025-01452  | Match
S89314105    | 2024-10-07   |    13,999.00 |         0.00 |   259,040.88 ||              |    13,999.00 |   259,040.88 | ACC-JV-2025-02082  | Match
S90216940    | 2024-10-07   |     8,850.00 |         0.00 |   250,190.88 ||              |     8,850.00 |   250,190.88 | ACC-JV-2025-01454  | Match
S2716869     | 2024-10-08   |       500.00 |         0.00 |   249,690.88 ||              |       500.00 |   249,690.88 | ACC-JV-2025-01455  | Match
S4070134     | 2024-10-08   |     1,500.00 |         0.00 |   248,190.88 ||              |     1,500.00 |   248,190.88 | ACC-JV-2025-01456  | Match
S4572864     | 2024-10-08   |         0.00 |     1,400.00 |   249,590.88 ||     1,400.00 |              |   249,590.88 | ACC-PAY-2025-00289 | Match
S15100824    | 2024-10-09   |       275.00 |         0.00 |   249,315.88 ||              |       275.00 |   249,315.88 | ACC-JV-2025-01457  | Match
S15610799    | 2024-10-09   |        40.00 |         0.00 |   249,275.88 ||              |        40.00 |   249,275.88 | ACC-JV-2025-01458  | Match
S21334368    | 2024-10-09   |       200.00 |         0.00 |   249,075.88 ||              |       200.00 |   249,075.88 | ACC-JV-2025-01459  | Match
S28168656    | 2024-10-10   |       250.00 |         0.00 |   248,825.88 ||              |       250.00 |   248,825.88 | ACC-JV-2025-01460  | Match
S37560637    | 2024-10-11   |       600.00 |         0.00 |   248,225.88 ||              |       600.00 |   248,225.88 | ACC-JV-2025-01461  | Match
S43455430    | 2024-10-11   |         0.00 |     2,250.00 |   250,475.88 ||     2,250.00 |              |   250,475.88 | ACC-PAY-2025-00288 | Match
S47256242    | 2024-10-12   |         0.00 |     2,399.00 |   252,874.88 ||     2,399.00 |              |   252,874.88 | ACC-PAY-2025-00666 | Match
S47305250    | 2024-10-12   |     2,987.76 |         0.00 |   249,887.12 ||              |     2,987.76 |   249,887.12 | ACC-JV-2025-01462  | Match
S47501537    | 2024-10-12   |       400.00 |         0.00 |   249,487.12 ||              |       400.00 |   249,487.12 | ACC-JV-2025-01463  | Match
S48000294    | 2024-10-12   |     1,000.00 |         0.00 |   248,487.12 ||              |     1,000.00 |   248,487.12 | ACC-JV-2025-01464  | Match
S48589365    | 2024-10-12   |     2,000.00 |         0.00 |   246,487.12 ||              |     2,000.00 |   246,487.12 | ACC-JV-2025-01465  | Match
S50327044    | 2024-10-12   |         0.00 |     2,200.00 |   248,687.12 ||     2,200.00 |              |   248,687.12 | ACC-PAY-2025-00286 | Match
S50321332    | 2024-10-12   |         0.00 |     1,399.00 |   250,086.12 ||     1,399.00 |              |   250,086.12 | ACC-PAY-2025-00285 | Match
S50416640    | 2024-10-13   |         0.00 |     6,800.00 |   256,886.12 ||     6,800.00 |              |   256,886.12 | ACC-PAY-2025-00284 | Match
S52917217    | 2024-10-13   |       300.00 |         0.00 |   256,586.12 ||              |       300.00 |   256,586.12 | ACC-JV-2025-01466  | Match
S54040451    | 2024-10-13   |     1,300.00 |         0.00 |   255,286.12 ||              |     1,300.00 |   255,286.12 | ACC-JV-2025-01467  | Match
S54222764    | 2024-10-13   |       889.00 |         0.00 |   254,397.12 ||              |       889.00 |   254,397.12 | ACC-JV-2025-01468  | Match
S54430779    | 2024-10-13   |       950.00 |         0.00 |   253,447.12 ||              |       950.00 |   253,447.12 | ACC-JV-2025-01469  | Match
S11092013    | 2024-10-19   |   109,740.00 |         0.00 |   143,707.12 ||              |   109,740.00 |   143,707.12 | ACC-JV-2025-01470  | Match
S11864357    | 2024-10-19   |     4,500.00 |         0.00 |   139,207.12 ||              |     4,500.00 |   139,207.12 | ACC-JV-2025-01471  | Match
S12156426    | 2024-10-19   |     2,630.80 |         0.00 |   136,576.32 ||              |     2,630.80 |   136,576.32 | ACC-JV-2025-01472  | Match
S12143814    | 2024-10-19   |     1,202.90 |         0.00 |   135,373.42 ||              |     1,202.90 |   135,373.42 | ACC-JV-2025-01473  | Match
S15554051    | 2024-10-20   |         0.00 |     2,399.00 |   137,772.42 ||     2,399.00 |              |   137,772.42 | ACC-PAY-2025-00283 | Match
S24839464    | 2024-10-21   |         0.00 |     1,550.00 |   139,322.42 ||     1,550.00 |              |   139,322.42 | ACC-PAY-2025-00282 | Match
S34482636    | 2024-10-22   |        50.00 |         0.00 |   139,272.42 ||              |        50.00 |   139,272.42 | ACC-JV-2025-01474  | Match
S41221849    | 2024-10-23   |     4,000.00 |         0.00 |   135,272.42 ||              |     4,000.00 |   135,272.42 | ACC-JV-2025-01475  | Match
S41510321    | 2024-10-23   |       250.00 |         0.00 |   135,022.42 ||              |       250.00 |   135,022.42 | ACC-JV-2025-01476  | Match
S42221851    | 2024-10-23   |         0.00 |     1,550.00 |   136,572.42 ||     1,550.00 |              |   136,572.42 | ACC-PAY-2025-00281 | Match
S41985425    | 2024-10-23   |         0.00 |     1,550.00 |   138,122.42 ||     1,550.00 |              |   138,122.42 | ACC-PAY-2025-00648 | Match
S51775738    | 2024-10-24   |     2,500.00 |         0.00 |   135,622.42 ||              |     2,500.00 |   135,622.42 | ACC-JV-2025-01477  | Match
S51913886    | 2024-10-24   |     2,000.00 |         0.00 |   133,622.42 ||              |     2,000.00 |   133,622.42 | ACC-JV-2025-01478  | Match
S53771271    | 2024-10-24   |    15,000.00 |         0.00 |   118,622.42 ||              |    15,000.00 |   118,622.42 | ACC-JV-2025-01479  | Match
S64203767    | 2024-10-25   |       199.00 |         0.00 |   118,423.42 ||              |       199.00 |   118,423.42 | ACC-JV-2025-01480  | Match
S66710167    | 2024-10-25   |       152.22 |         0.00 |   118,271.20 ||              |       152.22 |   118,271.20 | ACC-JV-2025-01481  | Match
S66877531    | 2024-10-25   |       500.00 |         0.00 |   117,771.20 ||              |       500.00 |   117,771.20 | ACC-JV-2025-01482  | Match
S72167888    | 2024-10-26   |     2,000.00 |         0.00 |   115,771.20 ||              |     2,000.00 |   115,771.20 | ACC-JV-2025-01483  | Match
S71983414    | 2024-10-26   |     1,000.00 |         0.00 |   114,771.20 ||              |     1,000.00 |   114,771.20 | ACC-JV-2025-01484  | Match
S74309641    | 2024-10-26   |     1,003.00 |         0.00 |   113,768.20 ||              |     1,003.00 |   113,768.20 | ACC-JV-2025-01485  | Match
S74523067    | 2024-10-26   |        10.00 |         0.00 |   113,758.20 ||              |        10.00 |   113,758.20 | ACC-JV-2025-01486  | Match
S75849214    | 2024-10-27   |         0.00 |         1.00 |   113,759.20 ||         1.00 |              |   113,759.20 | ACC-JV-2025-01487  | Match
S87732866    | 2024-10-28   |     2,000.00 |         0.00 |   111,759.20 ||              |     2,000.00 |   111,759.20 | ACC-JV-2025-01488  | Match
S98019882    | 2024-10-29   |         0.00 |     2,748.00 |   114,507.20 ||     2,748.00 |              |   114,507.20 | ACC-PAY-2025-00278 | Match
S1293078     | 2024-10-29   |         0.00 |     2,499.00 |   117,006.20 ||     2,499.00 |              |   117,006.20 | ACC-PAY-2025-00600 | Match
S1114533     | 2024-10-29   |     1,300.00 |         0.00 |   115,706.20 ||              |     1,300.00 |   115,706.20 | ACC-JV-2025-01489  | Match
S3070058     | 2024-10-29   |         0.00 |     1,350.00 |   117,056.20 ||     1,350.00 |              |   117,056.20 | ACC-PAY-2025-00276 | Match
S3071706     | 2024-10-29   |         0.00 |       100.00 |   117,156.20 ||       100.00 |              |   117,156.20 | ACC-PAY-2025-00517 | Match
S6975694     | 2024-10-30   |       200.00 |         0.00 |   116,956.20 ||              |       200.00 |   116,956.20 | ACC-JV-2025-01490  | Match
S7422762     | 2024-10-30   |     4,000.00 |         0.00 |   112,956.20 ||              |     4,000.00 |   112,956.20 | ACC-JV-2025-01491  | Match
S7237816     | 2024-10-30   |     3,000.00 |         0.00 |   109,956.20 ||              |     3,000.00 |   109,956.20 | ACC-JV-2025-01492  | Match
S8118959     | 2024-10-30   |     2,000.00 |         0.00 |   107,956.20 ||              |     2,000.00 |   107,956.20 | ACC-JV-2025-01493  | Match
S11968393    | 2024-10-30   |     1,600.00 |         0.00 |   106,356.20 ||              |     1,600.00 |   106,356.20 | ACC-JV-2025-01494  | Match
S24991085    | 2024-10-31   |         0.00 |     2,698.00 |   109,054.20 ||     2,698.00 |              |   109,054.20 | ACC-PAY-2025-00275 | Match
S28598996    | 2024-10-31   |         0.00 |        10.00 |   109,064.20 ||        10.00 |              |   109,064.20 | ACC-JV-2025-01495  | Match
S29124112    | 2024-10-31   |       920.00 |         0.00 |   108,144.20 ||              |       920.00 |   108,144.20 | ACC-JV-2025-01496  | Match
S29131313    | 2024-10-31   |       500.00 |         0.00 |   107,644.20 ||              |       500.00 |   107,644.20 | ACC-JV-2025-01497  | Match
S33855634    | 2024-11-01   |         0.00 |     2,399.00 |   110,043.20 ||     2,399.00 |              |   110,043.20 | ACC-PAY-2025-00310 | Match
S38488684    | 2024-11-01   |       190.00 |         0.00 |   109,853.20 ||              |       190.00 |   109,853.20 | ACC-JV-2025-01498  | Match
S38410072    | 2024-11-01   |        84.00 |         0.00 |   109,769.20 ||              |        84.00 |   109,769.20 | ACC-JV-2025-01499  | Match
S38426987    | 2024-11-01   |         0.00 |     1,399.00 |   111,168.20 ||     1,399.00 |              |   111,168.20 | ACC-PAY-2025-00309-1 | Match
S42895921    | 2024-11-02   |       172.00 |         0.00 |   110,996.20 ||              |       172.00 |   110,996.20 | ACC-JV-2025-01500  | Match
S43035756    | 2024-11-02   |       211.00 |         0.00 |   110,785.20 ||              |       211.00 |   110,785.20 | ACC-JV-2025-01501  | Match
S43046522    | 2024-11-02   |        60.00 |         0.00 |   110,725.20 ||              |        60.00 |   110,725.20 | ACC-JV-2025-01502  | Match
S43308210    | 2024-11-02   |         0.00 |     1,400.00 |   112,125.20 ||     1,400.00 |              |   112,125.20 | ACC-PAY-2025-00656 | Match
S44207033    | 2024-11-02   |         0.00 |       100.00 |   112,225.20 ||       100.00 |              |   112,225.20 | ACC-PAY-2025-00657 | Match
S49992913    | 2024-11-03   |         0.00 |     1,399.00 |   113,624.20 ||     1,399.00 |              |   113,624.20 | ACC-PAY-2025-00308-1 | Match
S51734701    | 2024-11-03   |       200.00 |         0.00 |   113,424.20 ||              |       200.00 |   113,424.20 | ACC-PAY-2025-00631 | Match
S56146187    | 2024-11-04   |         0.00 |     1,500.00 |   114,924.20 ||     1,500.00 |              |   114,924.20 | ACC-PAY-2025-00629 | Match
S56177349    | 2024-11-04   |     2,000.00 |         0.00 |   112,924.20 ||              |     2,000.00 |   112,924.20 | ACC-JV-2025-02077  | Match
S57581882    | 2024-11-04   |         0.00 |     2,549.00 |   115,473.20 ||     2,549.00 |              |   115,473.20 | ACC-PAY-2025-00307 | Match
S59109289    | 2024-11-04   |         0.00 |     1,499.00 |   116,972.20 ||     1,499.00 |              |   116,972.20 | ACC-PAY-2025-00306 | Match
S62088895    | 2024-11-04   |         0.00 |     2,399.00 |   119,371.20 ||     2,399.00 |              |   119,371.20 | ACC-PAY-2025-00305 | Match
S71480577    | 2024-11-05   |    20,000.00 |         0.00 |    99,371.20 ||              |    20,000.00 |    99,371.20 | ACC-JV-2025-01504  | Match
S71595415    | 2024-11-05   |     2,200.00 |         0.00 |    97,171.20 ||              |     2,200.00 |    97,171.20 | ACC-JV-2025-01505  | Match
S73117530    | 2024-11-05   |       200.00 |         0.00 |    96,971.20 ||              |       200.00 |    96,971.20 | ACC-JV-2025-01506  | Match
S73685257    | 2024-11-05   |       500.00 |         0.00 |    96,471.20 ||              |       500.00 |    96,471.20 | ACC-JV-2025-01507  | Match
S75870649    | 2024-11-05   |         0.00 |     2,400.00 |    98,871.20 ||     2,400.00 |              |    98,871.20 | ACC-PAY-2025-00304 | Match
S76560967    | 2024-11-05   |     3,000.00 |         0.00 |    95,871.20 ||              |     3,000.00 |    95,871.20 | ACC-JV-2025-01508  | Match
S86933461    | 2024-11-06   |       200.00 |         0.00 |    95,671.20 ||              |       200.00 |    95,671.20 | ACC-JV-2025-01509  | Match
S93362307    | 2024-11-07   |    13,999.00 |         0.00 |    81,672.20 ||              |    13,999.00 |    81,672.20 | ACC-JV-2025-01510  | Match
S93440233    | 2024-11-07   |         0.00 |     4,500.00 |    86,172.20 ||     4,500.00 |              |    86,172.20 | ACC-PAY-2025-00303 | Match
S93790624    | 2024-11-07   |         0.00 |     2,399.00 |    88,571.20 ||     2,399.00 |              |    88,571.20 | ACC-PAY-2025-00655 | Match
S96696724    | 2024-11-07   |         0.00 |     1,399.00 |    89,970.20 ||     1,399.00 |              |    89,970.20 | ACC-PAY-2025-00302 | Match
S98863331    | 2024-11-07   |         2.00 |         0.00 |    89,968.20 ||              |         2.00 |    89,968.20 | ACC-JV-2025-01511  | Match
S16216302    | 2024-11-09   |     3,538.82 |         0.00 |    86,429.38 ||              |     3,538.82 |    86,429.38 | ACC-JV-2025-01512  | Match
S18304646    | 2024-11-10   |     2,950.00 |         0.00 |    83,479.38 ||              |     2,950.00 |    83,479.38 | ACC-JV-2025-01513  | Match
